2026-01-22 00:56:32,019 | WARNING | backend.app.utils.migrations | Applying SQLite schema updates: ['ALTER TABLE task ADD COLUMN assigned_by_id INTEGER', "ALTER TABLE task ADD COLUMN description TEXT NOT NULL DEFAULT ''", "ALTER TABLE task ADD COLUMN status VARCHAR(32) NOT NULL DEFAULT 'new'"]
2026-01-22 00:59:31,963 | INFO    | backend.app.routes.api | → balance()
2026-01-22 00:59:31,965 | INFO    | backend.app.routes.api | ← balance() 1.8ms
2026-01-22 00:59:31,966 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 00:59:31,966 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 00:59:31] "GET /api/balance HTTP/1.1" 200 -
2026-01-22 00:59:31,975 | INFO    | backend.app.routes.api | ← group_tasks() 9.1ms
2026-01-22 00:59:31,975 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 00:59:31] "GET /api/groups/1/tasks HTTP/1.1" 200 -
2026-01-22 00:59:40,347 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 00:59:40,364 | INFO    | backend.app.routes.api | ← group_tasks() 17.1ms
2026-01-22 00:59:40,365 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 00:59:40] "GET /api/groups/1/tasks HTTP/1.1" 200 -
2026-01-22 00:59:42,154 | INFO    | backend.app.routes.api | → task_details()
2026-01-22 00:59:42,157 | INFO    | backend.app.routes.api | ← task_details() 3.0ms
2026-01-22 00:59:42,158 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 00:59:42] "GET /api/tasks/7 HTTP/1.1" 200 -
2026-01-22 01:02:11,957 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 01:02:11,958 | INFO    | backend.app.routes.api | → balance()
2026-01-22 01:02:11,978 | INFO    | backend.app.routes.api | ← balance() 20.6ms
2026-01-22 01:02:11,982 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 01:02:11] "GET /api/balance HTTP/1.1" 200 -
2026-01-22 01:02:11,989 | INFO    | backend.app.routes.api | ← group_tasks() 32.5ms
2026-01-22 01:02:11,989 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 01:02:11] "GET /api/groups/1/tasks HTTP/1.1" 200 -
2026-01-22 01:02:17,248 | INFO    | backend.app.routes.api | → task_details()
2026-01-22 01:02:17,254 | INFO    | backend.app.routes.api | ← task_details() 5.7ms
2026-01-22 01:02:17,254 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 01:02:17] "GET /api/tasks/2 HTTP/1.1" 200 -
2026-01-22 01:04:35,763 | INFO    | backend.app.routes.api | → task_details()
2026-01-22 01:04:35,784 | INFO    | backend.app.routes.api | ← task_details() 21.2ms
2026-01-22 01:04:35,785 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 01:04:35] "GET /api/tasks/2 HTTP/1.1" 200 -
2026-01-22 01:36:47,948 | INFO    | backend.app.routes.api | → task_details()
2026-01-22 01:36:47,971 | INFO    | backend.app.routes.api | ← task_details() 23.3ms
2026-01-22 01:36:47,972 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 01:36:47] "GET /api/tasks/6 HTTP/1.1" 200 -
2026-01-22 01:36:52,007 | INFO    | backend.app.routes.api | → task_details()
2026-01-22 01:36:52,029 | INFO    | backend.app.routes.api | ← task_details() 21.3ms
2026-01-22 01:36:52,029 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 01:36:52] "PATCH /api/tasks/6 HTTP/1.1" 200 -
2026-01-22 01:36:52,155 | INFO    | backend.app.routes.api | → balance()
2026-01-22 01:36:52,156 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 01:36:52,160 | INFO    | backend.app.routes.api | ← balance() 5.8ms
2026-01-22 01:36:52,162 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 01:36:52] "GET /api/balance HTTP/1.1" 200 -
2026-01-22 01:36:52,172 | INFO    | backend.app.routes.api | ← group_tasks() 16.3ms
2026-01-22 01:36:52,173 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 01:36:52] "GET /api/groups/1/tasks HTTP/1.1" 200 -
2026-01-22 02:09:10,073 | INFO    | werkzeug | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://10.33.0.2:5000
2026-01-22 02:09:10,073 | INFO    | werkzeug | [33mPress CTRL+C to quit[0m
2026-01-22 02:09:35,800 | INFO    | backend.app.routes.api | → bot_start()
2026-01-22 02:09:35,878 | INFO    | backend.app.routes.api | ← bot_start() 78.0ms
2026-01-22 02:09:35,880 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:09:35] "POST /api/bot/start HTTP/1.1" 200 -
2026-01-22 02:09:37,834 | INFO    | backend.app.routes.web | → index()
2026-01-22 02:09:37,846 | INFO    | backend.app.routes.web | ← index() 12.7ms
2026-01-22 02:09:37,847 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:09:37] "GET /?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJmcmVzaCI6ZmFsc2UsImlhdCI6MTc2OTAzNjk3NSwianRpIjoiM2MyNzdhMTMtOTIwYS00ODJjLWI3NjYtZmNjMjUxODg5ZDM3IiwidHlwZSI6ImFjY2VzcyIsInN1YiI6IjEiLCJuYmYiOjE3NjkwMzY5NzUsImNzcmYiOiIwMDJjNWRjMi05OTMxLTQxOTMtOTBmZi1mMzdhNmRjYjg0OGUiLCJleHAiOjE3NjkwNDA1NzV9.S4ZZ46j2Y6GkJvbgng5DkClzAUby-u5TNQtzrQp28lE HTTP/1.1" 200 -
2026-01-22 02:09:38,031 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:09:38] "GET /static/css/style.css HTTP/1.1" 200 -
2026-01-22 02:09:38,031 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:09:38] "GET /static/js/app.js HTTP/1.1" 200 -
2026-01-22 02:09:38,215 | INFO    | backend.app.routes.api | → auth_telegram()
2026-01-22 02:09:38,219 | INFO    | backend.app.routes.api | → auth_telegram()
2026-01-22 02:09:38,224 | INFO    | backend.app.routes.api | ← auth_telegram() 9.4ms
2026-01-22 02:09:38,226 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:09:38] "POST /api/auth/telegram HTTP/1.1" 200 -
2026-01-22 02:09:38,232 | INFO    | backend.app.routes.api | ← auth_telegram() 13.0ms
2026-01-22 02:09:38,232 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:09:38] "POST /api/auth/telegram HTTP/1.1" 200 -
2026-01-22 02:09:38,360 | INFO    | backend.app.routes.api | → list_groups()
2026-01-22 02:09:38,365 | INFO    | backend.app.routes.api | ← list_groups() 5.4ms
2026-01-22 02:09:38,366 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:09:38] "GET /api/groups HTTP/1.1" 200 -
2026-01-22 02:09:38,503 | INFO    | backend.app.routes.api | → list_groups()
2026-01-22 02:09:38,507 | INFO    | backend.app.routes.api | → balance()
2026-01-22 02:09:38,508 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 02:09:38,513 | INFO    | backend.app.routes.api | ← list_groups() 10.0ms
2026-01-22 02:09:38,514 | INFO    | backend.app.routes.api | ← balance() 7.0ms
2026-01-22 02:09:38,515 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:09:38] "GET /api/groups HTTP/1.1" 200 -
2026-01-22 02:09:38,515 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:09:38] "GET /api/balance HTTP/1.1" 200 -
2026-01-22 02:09:38,531 | INFO    | backend.app.routes.api | ← group_tasks() 23.4ms
2026-01-22 02:09:38,532 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:09:38] "GET /api/groups/1/tasks HTTP/1.1" 200 -
2026-01-22 02:09:38,644 | INFO    | backend.app.routes.api | → balance()
2026-01-22 02:09:38,646 | INFO    | backend.app.routes.api | ← balance() 1.9ms
2026-01-22 02:09:38,646 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:09:38] "GET /api/balance HTTP/1.1" 200 -
2026-01-22 02:09:38,653 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 02:09:38,665 | INFO    | backend.app.routes.api | ← group_tasks() 12.3ms
2026-01-22 02:09:38,666 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:09:38] "GET /api/groups/1/tasks HTTP/1.1" 200 -
2026-01-22 02:09:38,770 | INFO    | backend.app.routes.api | → balance()
2026-01-22 02:09:38,772 | INFO    | backend.app.routes.api | ← balance() 1.9ms
2026-01-22 02:09:38,773 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:09:38] "GET /api/balance HTTP/1.1" 200 -
2026-01-22 02:09:38,791 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 02:09:38,802 | INFO    | backend.app.routes.api | ← group_tasks() 10.6ms
2026-01-22 02:09:38,802 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:09:38] "GET /api/groups/1/tasks HTTP/1.1" 200 -
2026-01-22 02:09:38,898 | INFO    | backend.app.routes.api | → balance()
2026-01-22 02:09:38,900 | INFO    | backend.app.routes.api | ← balance() 2.2ms
2026-01-22 02:09:38,900 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:09:38] "GET /api/balance HTTP/1.1" 200 -
2026-01-22 02:09:38,927 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 02:09:38,942 | INFO    | backend.app.routes.api | ← group_tasks() 15.5ms
2026-01-22 02:09:38,943 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:09:38] "GET /api/groups/1/tasks HTTP/1.1" 200 -
2026-01-22 02:09:41,911 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 02:09:41,925 | INFO    | backend.app.routes.api | ← group_tasks() 14.5ms
2026-01-22 02:09:41,926 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:09:41] "GET /api/groups/1/tasks HTTP/1.1" 200 -
2026-01-22 02:09:45,929 | INFO    | backend.app.routes.api | → finance()
2026-01-22 02:09:45,932 | INFO    | backend.app.routes.api | ← finance() 3.6ms
2026-01-22 02:09:45,933 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:09:45] "GET /api/finance HTTP/1.1" 200 -
2026-01-22 02:09:48,124 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 02:09:48,137 | INFO    | backend.app.routes.api | ← group_tasks() 13.1ms
2026-01-22 02:09:48,137 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:09:48] "GET /api/groups/1/tasks HTTP/1.1" 200 -
2026-01-22 02:09:50,264 | INFO    | backend.app.routes.api | → group_members()
2026-01-22 02:09:50,268 | INFO    | backend.app.routes.api | ← group_members() 3.9ms
2026-01-22 02:09:50,269 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:09:50] "GET /api/groups/1/members HTTP/1.1" 200 -
2026-01-22 02:10:05,279 | INFO    | backend.app.routes.api | → balance()
2026-01-22 02:10:05,280 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 02:10:05,283 | INFO    | backend.app.routes.api | ← balance() 4.6ms
2026-01-22 02:10:05,290 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:10:05] "GET /api/balance HTTP/1.1" 200 -
2026-01-22 02:10:05,299 | INFO    | backend.app.routes.api | ← group_tasks() 18.7ms
2026-01-22 02:10:05,299 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:10:05] "GET /api/groups/1/tasks HTTP/1.1" 200 -
2026-01-22 02:10:12,624 | INFO    | backend.app.routes.api | → group_tasks()
2026-01-22 02:10:12,637 | INFO    | backend.app.routes.api | ← group_tasks() 12.7ms
2026-01-22 02:10:12,638 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:10:12] "GET /api/groups/1/tasks HTTP/1.1" 200 -
2026-01-22 02:47:47,172 | INFO    | werkzeug | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://10.33.0.2:5000
2026-01-22 02:47:47,172 | INFO    | werkzeug | [33mPress CTRL+C to quit[0m
2026-01-22 02:48:49,032 | INFO    | werkzeug | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://10.33.0.2:5000
2026-01-22 02:48:49,032 | INFO    | werkzeug | [33mPress CTRL+C to quit[0m
2026-01-22 02:49:07,472 | INFO    | backend.app.routes.api | → bot_start()
2026-01-22 02:49:07,511 | INFO    | backend.app.routes.api | ← bot_start() 39.7ms
2026-01-22 02:49:07,513 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:49:07] "POST /api/bot/start HTTP/1.1" 200 -
2026-01-22 02:49:12,403 | INFO    | backend.app.routes.web | → index()
2026-01-22 02:49:12,413 | INFO    | backend.app.routes.web | ← index() 9.9ms
2026-01-22 02:49:12,413 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:49:12] "GET /?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJmcmVzaCI6ZmFsc2UsImlhdCI6MTc2OTAzOTM0NywianRpIjoiZjZkOTA1OWItNzJhNC00NzM4LTlkZDItNzQ0ZTVlNDk5ZTVhIiwidHlwZSI6ImFjY2VzcyIsInN1YiI6IjEiLCJuYmYiOjE3NjkwMzkzNDcsImNzcmYiOiI1ZjE4MzhiNy1lMDRkLTRiYjYtOTdmYy1iNjRmMTRhMmVmYTEiLCJleHAiOjE3NjkwNDI5NDd9.897LaPQzR1a-FnsiDl-rAINfgUpeYkhPTI3b9QZNMA8 HTTP/1.1" 200 -
2026-01-22 02:49:12,577 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:49:12] "GET /static/js/app.js HTTP/1.1" 200 -
2026-01-22 02:49:12,577 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:49:12] "GET /static/css/style.css HTTP/1.1" 200 -
2026-01-22 02:49:13,059 | INFO    | backend.app.routes.api | → auth_telegram()
2026-01-22 02:49:13,068 | INFO    | backend.app.routes.api | ← auth_telegram() 8.7ms
2026-01-22 02:49:13,069 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:49:13] "POST /api/auth/telegram HTTP/1.1" 200 -
2026-01-22 02:49:13,082 | INFO    | backend.app.routes.api | → auth_telegram()
2026-01-22 02:49:13,088 | INFO    | backend.app.routes.api | ← auth_telegram() 5.6ms
2026-01-22 02:49:13,088 | INFO    | werkzeug | 127.0.0.1 - - [22/Jan/2026 02:49:13] "POST /api/auth/telegram HTTP/1.1" 200 -
2026-01-22 02:49:13,195 | INFO    | backend.app.routes.api | → list_groups()
